order_id,customer_id,product_id,order_date,quantity,price,discount,revenue,status
O000039,C0327,P007,2026-07-21,1,1799,0,1799.0,Completed
O000040,C0326,P003,2026-05-25,1,2999,100,2899.0,Completed
O000041,C0491,P005,2026-06-26,3,999,300,2697.0,Completed
O000042,C0224,P005,2026-06-07,2,999,500,1498.0,Completed
O000043,C0431,P010,2026-03-23,4,1599,0,6396.0,Completed
O000044,C0331,P014,2026-06-06,3,5999,150,17847.0,Completed
O000045,C0236,P002,2026-09-01,3,3999,150,11847.0,Completed
O000046,C0126,P005,2026-04-29,3,999,100,2897.0,Completed
O000047,C0111,P015,2026-09-07,1,1199,300,899.0,Completed
O000048,C0069,P012,2026-06-05,1,899,500,399.0,Completed
O000049,C0201,P007,2026-08-18,4,1799,0,7196.0,Completed
O000050,C0279,P014,2026-05-17,2,5999,200,11798.0,Completed
O000051,C0321,P013,2026-07-29,4,3499,200,13796.0,Completed
O000052,C0080,P014,2026-04-15,2,5999,150,11848.0,Completed
O000053,C0380,P005,2026-09-05,2,999,200,1798.0,Completed
O000054,C0163,P004,2026-06-14,3,5499,300,16197.0,Completed
O000055,C0290,P005,2026-07-20,4,999,0,3996.0,Completed
O000056,C0318,P010,2026-05-10,1,1599,500,1099.0,Completed
O000057,C0454,P011,2026-07-05,4,1299,150,5046.0,Completed
O000058,C0448,P003,2026-06-17,2,2999,100,5898.0,Completed
O000059,C0277,P015,2026-06-10,4,1199,50,4746.0,Completed
O000060,C0082,P013,2026-06-15,1,3499,500,2999.0,Completed
O000061,C0081,P006,2026-07-15,1,2799,0,2799.0,Completed
O000062,C0390,P013,2026-07-25,2,3499,50,6948.0,Completed
O000063,C0398,P002,2026-08-31,2,3999,300,7698.0,Completed
O000064,C0209,P008,2026-03-31,4,2299,0,9196.0,Completed
O000065,C0376,P006,2026-08-04,1,2799,200,2599.0,Completed
O000066,C0342,P001,2026-09-15,2,2499,100,4898.0,Completed
O000067,C0145,P003,2026-07-28,1,2999,300,2699.0,Completed
O000068,C0080,P002,2026-06-04,1,3999,150,3849.0,Completed
O000069,C0249,P010,2026-09-13,3,1599,300,4497.0,Cancelled
O000070,C0157,P015,2026-05-09,4,1199,200,4596.0,Completed
O000071,C0474,P015,2026-05-19,4,1199,0,4796.0,Completed
O000072,C0067,P004,2026-04-22,1,5499,50,5449.0,Completed
O000073,C0326,P013,2026-09-01,1,3499,300,3199.0,Completed
O000074,C0256,P010,2026-09-07,1,1599,0,1599.0,Completed
O000075,C0437,P001,2026-07-06,1,2499,0,2499.0,Completed
O000076,C0065,P009,2026-09-17,3,1499,500,3997.0,Completed
O000077,C0352,P011,2026-07-07,1,1299,150,1149.0,Completed
O000078,C0331,P009,2026-07-07,3,1499,50,4447.0,Completed
O000079,C0057,P009,2026-04-20,1,1499,150,1349.0,Completed
O000080,C0241,P004,2026-08-02,2,5499,150,10848.0,Cancelled
O000081,C0166,P012,2026-05-02,4,899,150,3446.0,Completed
O000082,C0241,P015,2026-06-14,2,1199,500,1898.0,Completed
O000083,C0006,P011,2026-08-15,1,1299,0,1299.0,Completed
O000084,C0073,P002,2026-05-26,1,3999,0,3999.0,Completed
O000085,C0224,P005,2026-04-03,3,999,500,2497.0,Completed
O000086,C0080,P014,2026-06-22,1,5999,150,5849.0,Completed
O000087,C0145,P007,2026-04-02,1,1799,0,1799.0,Completed
O000088,C0069,P011,2026-06-21,2,1299,200,2398.0,Completed
O000089,C0494,P010,2026-06-25,3,1599,0,4797.0,Completed
O000090,C0082,P002,2026-07-16,4,3999,300,15696.0,Completed
O000091,C0183,P012,2026-09-04,4,899,300,3296.0,Completed
O000092,C0080,P002,2026-05-01,2,3999,0,7998.0,Completed
O000093,C0477,P010,2026-05-07,4,1599,500,5896.0,Completed
O000094,C0398,P006,2026-07-23,1,2799,50,2749.0,Completed
O000095,C0060,P015,2026-04-02,4,1199,500,4296.0,Completed
O000096,C0328,P006,2026-09-09,1,2799,100,2699.0,Completed
O000097,C0247,P009,2026-09-07,1,1499,300,1199.0,Completed
O000098,C0236,P006,2026-08-11,4,2799,50,11146.0,Completed
O000099,C0304,P001,2026-07-29,1,2499,50,2449.0,Completed
O000100,C0446,P008,2026-07-25,2,2299,0,4598.0,Completed
O000101,C0150,P005,2026-08-09,1,999,100,899.0,Completed
O000102,C0194,P014,2026-07-17,2,5999,0,11998.0,Completed
O000103,C0279,P008,2026-07-14,1,2299,500,1799.0,Completed
O000104,C0241,P012,2026-07-03,1,899,0,899.0,Completed
O000105,C0269,P009,2026-08-23,1,1499,0,1499.0,Returned
O000106,C0320,P005,2026-06-17,2,999,500,1498.0,Completed
O000107,C0028,P014,2026-06-14,2,5999,500,11498.0,Completed
O000108,C0309,P010,2026-07-15,4,1599,200,6196.0,Completed
O000109,C0390,P011,2026-06-17,2,1299,0,2598.0,Completed
O000110,C0318,P013,2026-09-17,3,3499,200,10297.0,Completed
O000111,C0472,P003,2026-07-04,4,2999,50,11946.0,Completed
O000112,C0303,P004,2026-06-30,2,5499,0,10998.0,Completed
O000113,C0431,P013,2026-04-18,2,3499,200,6798.0,Completed
O000114,C0027,P015,2026-07-17,1,1199,500,699.0,Completed
O000115,C0494,P009,2026-03-23,2,1499,500,2498.0,Completed
O000116,C0027,P009,2026-07-30,4,1499,500,5496.0,Completed
O000117,C0477,P003,2026-04-17,2,2999,50,5948.0,Completed
O000118,C0297,P010,2026-07-07,3,1599,300,4497.0,Cancelled
O000119,C0479,P012,2026-07-01,2,899,150,1648.0,Returned
O000120,C0134,P008,2026-07-05,2,2299,50,4548.0,Completed
O000121,C0467,P012,2026-08-10,3,899,200,2497.0,Completed
O000122,C0091,P004,2026-09-10,3,5499,200,16297.0,Completed
O000123,C0359,P011,2026-04-20,2,1299,200,2398.0,Completed
O000124,C0273,P008,2026-07-08,4,2299,150,9046.0,Completed
O000125,C0250,P002,2026-04-28,1,3999,300,3699.0,Completed
O000126,C0029,P004,2026-06-03,3,5499,50,16447.0,Completed
O000127,C0072,P014,2026-05-13,1,5999,150,5849.0,Completed
O000128,C0022,P006,2026-08-26,4,2799,0,11196.0,Completed
O000129,C0380,P009,2026-05-21,2,1499,300,2698.0,Completed
O000130,C0410,P013,2026-06-27,3,3499,0,10497.0,Completed
O000131,C0494,P013,2026-03-25,3,3499,0,10497.0,Completed
O000132,C0092,P010,2026-08-31,4,1599,100,6296.0,Completed
O000133,C0326,P006,2026-06-05,2,2799,100,5498.0,Completed
O000134,C0345,P002,2026-07-31,2,3999,50,7948.0,Completed
O000135,C0025,P007,2026-04-24,3,1799,150,5247.0,Completed
O000136,C0444,P005,2026-07-19,1,999,200,799.0,Completed
O000137,C0077,P001,2026-08-21,2,2499,200,4798.0,Completed
O000138,C0484,P011,2026-08-15,3,1299,500,3397.0,Completed
O000139,C0041,P013,2026-05-08,3,3499,100,10397.0,Completed
O000140,C0403,P009,2026-08-08,2,1499,300,2698.0,Completed
O000141,C0050,P006,2026-09-07,2,2799,100,5498.0,Completed
O000142,C0167,P005,2026-08-12,2,999,500,1498.0,Completed
O000143,C0326,P001,2026-07-14,1,2499,200,2299.0,Completed
O000144,C0324,P010,2026-09-12,2,1599,0,3198.0,Completed
O000145,C0181,P015,2026-05-26,1,1199,300,899.0,Completed
O000146,C0127,P001,2026-07-24,3,2499,500,6997.0,Completed
O000147,C0473,P011,2026-07-31,2,1299,200,2398.0,Completed
O000148,C0051,P003,2026-05-14,1,2999,0,2999.0,Completed
O000149,C0396,P004,2026-05-13,4,5499,0,21996.0,Completed
O000150,C0356,P015,2026-09-13,4,1199,0,4796.0,Completed
O000151,C0224,P012,2026-04-13,3,899,0,2697.0,Completed
O000152,C0081,P013,2026-08-16,3,3499,0,10497.0,Completed
O000153,C0477,P005,2026-07-15,4,999,300,3696.0,Completed
O000154,C0210,P006,2026-09-10,1,2799,300,2499.0,Completed
O000155,C0003,P011,2026-09-17,1,1299,0,1299.0,Completed
O000156,C0166,P015,2026-09-13,1,1199,150,1049.0,Completed
O000157,C0049,P005,2026-07-01,4,999,300,3696.0,Completed
O000158,C0021,P008,2026-04-25,2,2299,100,4498.0,Completed
O000159,C0410,P013,2026-06-06,3,3499,50,10447.0,Completed
O000160,C0478,P013,2026-08-10,3,3499,0,10497.0,Completed
O000161,C0069,P002,2026-08-15,1,3999,0,3999.0,Completed
O000162,C0257,P009,2026-05-14,1,1499,150,1349.0,Completed
O000163,C0474,P012,2026-07-05,3,899,100,2597.0,Completed
O000164,C0446,P009,2026-05-08,2,1499,50,2948.0,Completed
O000165,C0437,P005,2026-05-07,2,999,0,1998.0,Completed
O000166,C0277,P014,2026-09-03,1,5999,500,5499.0,Completed
O000167,C0132,P011,2026-04-16,1,1299,150,1149.0,Completed
O000168,C0286,P008,2026-04-23,3,2299,200,6697.0,Completed
O000169,C0109,P002,2026-05-10,3,3999,0,11997.0,Completed
O000170,C0220,P006,2026-08-13,3,2799,50,8347.0,Completed
O000171,C0420,P006,2026-03-23,4,2799,50,11146.0,Completed
O000172,C0403,P004,2026-06-22,4,5499,150,21846.0,Completed
O000173,C0377,P006,2026-07-14,4,2799,500,10696.0,Completed
O000174,C0142,P008,2026-09-03,1,2299,50,2249.0,Completed
O000175,C0439,P005,2026-05-28,2,999,100,1898.0,Completed
O000176,C0316,P002,2026-07-29,1,3999,0,3999.0,Completed
O000177,C0423,P010,2026-03-31,4,1599,100,6296.0,Completed
O000178,C0262,P015,2026-06-23,4,1199,50,4746.0,Completed
O000179,C0468,P013,2026-07-18,3,3499,50,10447.0,Completed
O000180,C0050,P007,2026-09-07,3,1799,0,5397.0,Completed
O000181,C0499,P013,2026-07-14,2,3499,50,6948.0,Completed
O000182,C0276,P010,2026-06-21,2,1599,500,2698.0,Completed
O000183,C0390,P008,2026-05-28,2,2299,0,4598.0,Completed
O000184,C0026,P011,2026-06-29,2,1299,200,2398.0,Completed
O000185,C0223,P015,2026-09-04,1,1199,0,1199.0,Completed
O000186,C0356,P009,2026-08-17,3,1499,150,4347.0,Completed
O000187,C0080,P007,2026-08-19,4,1799,200,6996.0,Completed
O000188,C0437,P002,2026-05-18,3,3999,300,11697.0,Completed
O000189,C0162,P014,2026-07-23,3,5999,500,17497.0,Completed
O000190,C0003,P009,2026-05-03,2,1499,500,2498.0,Completed
O000191,C0246,P011,2026-04-29,3,1299,100,3797.0,Completed
O000192,C0170,P010,2026-07-06,1,1599,100,1499.0,Completed
O000193,C0369,P002,2026-07-22,4,3999,500,15496.0,Completed
O000194,C0079,P011,2026-05-23,4,1299,0,5196.0,Completed
O000195,C0279,P010,2026-08-30,2,1599,50,3148.0,Completed
O000196,C0468,P010,2026-05-03,2,1599,0,3198.0,Completed
O000197,C0082,P009,2026-09-07,4,1499,0,5996.0,Completed
O000198,C0493,P002,2026-08-24,2,3999,500,7498.0,Cancelled
O000199,C0454,P008,2026-07-05,2,2299,100,4498.0,Completed
O000200,C0408,P010,2026-05-03,2,1599,150,3048.0,Completed
O000201,C0157,P015,2026-05-19,4,1199,0,4796.0,Completed
O000202,C0067,P002,2026-08-02,1,3999,100,3899.0,Completed
O000203,C0244,P011,2026-08-24,4,1299,50,5146.0,Completed
O000204,C0234,P015,2026-04-14,1,1199,0,1199.0,Completed
O000205,C0067,P015,2026-08-02,1,1199,300,899.0,Completed
O000206,C0460,P001,2026-07-23,4,2499,100,9896.0,Completed
O000207,C0180,P006,2026-04-25,1,2799,300,2499.0,Completed
O000208,C0392,P004,2026-08-22,1,5499,150,5349.0,Completed
O000209,C0196,P005,2026-03-23,2,999,0,1998.0,Completed
O000210,C0063,P009,2026-09-05,1,1499,300,1199.0,Completed
O000211,C0418,P006,2026-04-18,4,2799,200,10996.0,Completed
O000212,C0327,P010,2026-08-06,3,1599,150,4647.0,Completed
O000213,C0172,P010,2026-05-13,3,1599,300,4497.0,Completed
O000214,C0400,P009,2026-06-24,4,1499,50,5946.0,Completed
O000215,C0236,P005,2026-09-18,3,999,200,2797.0,Completed
O000216,C0069,P014,2026-07-14,1,5999,100,5899.0,Completed
O000217,C0493,P003,2026-07-30,1,2999,100,2899.0,Completed
O000218,C0154,P013,2026-06-29,1,3499,50,3449.0,Returned
O000219,C0002,P013,2026-07-20,1,3499,50,3449.0,Completed
O000220,C0210,P002,2026-05-17,1,3999,150,3849.0,Completed
O000221,C0302,P001,2026-08-26,4,2499,300,9696.0,Completed
O000222,C0128,P012,2026-09-01,1,899,50,849.0,Completed
O000223,C0004,P004,2026-03-30,3,5499,100,16397.0,Completed
O000224,C0244,P009,2026-09-10,2,1499,50,2948.0,Completed
O000225,C0111,P011,2026-04-13,1,1299,50,1249.0,Cancelled
O000226,C0398,P007,2026-07-03,3,1799,300,5097.0,Completed
O000227,C0247,P001,2026-08-09,1,2499,0,2499.0,Completed
O000228,C0436,P009,2026-05-31,3,1499,200,4297.0,Completed
O000229,C0498,P004,2026-08-16,4,5499,300,21696.0,Completed
O000230,C0080,P007,2026-07-28,1,1799,0,1799.0,Completed
O000231,C0493,P002,2026-09-15,3,3999,150,11847.0,Completed
O000232,C0177,P010,2026-06-16,4,1599,100,6296.0,Returned
O000233,C0224,P011,2026-07-23,4,1299,0,5196.0,Completed
O000234,C0036,P007,2026-06-10,2,1799,100,3498.0,Completed
O000235,C0163,P009,2026-05-24,1,1499,150,1349.0,Completed
O000236,C0191,P011,2026-08-10,3,1299,0,3897.0,Returned
O000237,C0234,P006,2026-08-15,3,2799,100,8297.0,Completed
O000238,C0493,P012,2026-05-12,2,899,500,1298.0,Completed
O000239,C0113,P014,2026-05-19,3,5999,100,17897.0,Completed
O000240,C0115,P014,2026-04-18,3,5999,50,17947.0,Completed
O000241,C0043,P011,2026-08-07,4,1299,0,5196.0,Returned
O000242,C0444,P008,2026-07-26,3,2299,200,6697.0,Completed
O000243,C0464,P015,2026-05-07,3,1199,500,3097.0,Cancelled
O000244,C0479,P009,2026-05-17,3,1499,300,4197.0,Completed
O000245,C0067,P001,2026-08-07,4,2499,500,9496.0,Completed
O000246,C0159,P007,2026-04-21,2,1799,500,3098.0,Completed
O000247,C0224,P006,2026-09-10,1,2799,0,2799.0,Completed
O000248,C0286,P002,2026-08-25,3,3999,200,11797.0,Completed
O000249,C0083,P009,2026-05-29,3,1499,100,4397.0,Completed
O000250,C0304,P006,2026-07-27,3,2799,50,8347.0,Completed
O000251,C0201,P012,2026-07-02,3,899,200,2497.0,Completed
O000252,C0082,P010,2026-04-16,2,1599,100,3098.0,Completed
O000253,C0418,P004,2026-05-11,4,5499,300,21696.0,Completed
O000254,C0495,P012,2026-03-24,2,899,500,1298.0,Completed
O000255,C0242,P003,2026-06-06,3,2999,500,8497.0,Completed
O000256,C0451,P010,2026-04-16,1,1599,300,1299.0,Completed
O000257,C0031,P004,2026-08-30,3,5499,500,15997.0,Completed
O000258,C0382,P006,2026-06-22,3,2799,200,8197.0,Completed
O000259,C0484,P013,2026-03-27,3,3499,200,10297.0,Completed
O000260,C0161,P014,2026-06-02,2,5999,50,11948.0,Completed
O000261,C0338,P009,2026-04-11,4,1499,500,5496.0,Completed
O000262,C0128,P008,2026-09-01,2,2299,50,4548.0,Completed
O000263,C0153,P007,2026-04-11,4,1799,0,7196.0,Completed
O000264,C0106,P006,2026-05-29,3,2799,150,8247.0,Completed
O000265,C0189,P005,2026-08-19,4,999,200,3796.0,Completed
O000266,C0220,P007,2026-03-27,2,1799,50,3548.0,Completed
O000267,C0109,P011,2026-05-14,3,1299,0,3897.0,Completed
O000268,C0057,P002,2026-08-09,1,3999,500,3499.0,Completed
O000269,C0395,P007,2026-05-28,1,1799,0,1799.0,Completed
O000270,C0047,P011,2026-05-19,4,1299,150,5046.0,Completed
O000271,C0127,P008,2026-08-03,2,2299,50,4548.0,Completed
O000272,C0019,P001,2026-07-21,3,2499,200,7297.0,Completed
O000273,C0458,P009,2026-04-25,3,1499,500,3997.0,Returned
O000274,C0352,P009,2026-08-30,2,1499,500,2498.0,Completed
O000275,C0461,P010,2026-06-18,4,1599,150,6246.0,Completed
O000276,C0106,P013,2026-06-08,1,3499,500,2999.0,Completed
O000277,C0118,P003,2026-03-22,3,2999,0,8997.0,Completed
O000278,C0389,P014,2026-06-03,2,5999,200,11798.0,Completed
O000279,C0003,P012,2026-06-06,4,899,500,3096.0,Completed
O000280,C0210,P013,2026-03-23,3,3499,100,10397.0,Completed
O000281,C0083,P007,2026-05-24,4,1799,300,6896.0,Completed
O000282,C0378,P011,2026-05-17,4,1299,300,4896.0,Completed
O000283,C0206,P011,2026-06-02,2,1299,150,2448.0,Completed
O000284,C0254,P013,2026-05-09,3,3499,300,10197.0,Completed
O000285,C0082,P003,2026-09-01,3,2999,0,8997.0,Completed
O000286,C0222,P005,2026-06-12,4,999,100,3896.0,Completed
O000287,C0027,P009,2026-04-17,1,1499,50,1449.0,Completed
O000288,C0066,P012,2026-05-20,4,899,0,3596.0,Completed
O000289,C0008,P008,2026-07-07,2,2299,200,4398.0,Completed
O000290,C0413,P008,2026-09-16,3,2299,500,6397.0,Completed
O000291,C0150,P002,2026-05-29,2,3999,0,7998.0,Completed
O000292,C0041,P009,2026-05-10,4,1499,50,5946.0,Completed
O000293,C0115,P014,2026-04-22,4,5999,0,23996.0,Cancelled
O000294,C0362,P004,2026-05-24,4,5499,500,21496.0,Completed
O000295,C0023,P004,2026-08-02,4,5499,0,21996.0,Completed
O000296,C0095,P008,2026-06-12,4,2299,150,9046.0,Completed
O000297,C0374,P001,2026-07-23,1,2499,150,2349.0,Completed
O000298,C0089,P006,2026-04-19,1,2799,100,2699.0,Completed
O000299,C0210,P006,2026-05-31,1,2799,50,2749.0,Completed
O000300,C0189,P013,2026-04-01,2,3499,0,6998.0,Completed
O000301,C0351,P008,2026-04-13,2,2299,200,4398.0,Completed
O000302,C0242,P002,2026-04-06,3,3999,0,11997.0,Completed
O000303,C0075,P012,2026-07-24,1,899,50,849.0,Completed
O000304,C0269,P013,2026-05-10,3,3499,500,9997.0,Completed
O000305,C0178,P006,2026-04-01,2,2799,150,5448.0,Completed
O000306,C0212,P009,2026-05-09,3,1499,500,3997.0,Completed
O000307,C0262,P006,2026-05-31,3,2799,500,7897.0,Completed
O000308,C0296,P015,2026-08-04,2,1199,0,2398.0,Completed
O000309,C0135,P014,2026-07-16,3,5999,200,17797.0,Completed
O000310,C0321,P009,2026-03-26,4,1499,50,5946.0,Completed
O000311,C0171,P013,2026-04-07,2,3499,200,6798.0,Completed
O000312,C0258,P014,2026-08-03,4,5999,100,23896.0,Completed
O000313,C0392,P009,2026-06-12,2,1499,150,2848.0,Completed
O000314,C0149,P002,2026-04-02,1,3999,0,3999.0,Completed
O000315,C0067,P003,2026-04-18,1,2999,100,2899.0,Completed
O000316,C0054,P001,2026-08-03,4,2499,500,9496.0,Completed
O000317,C0293,P005,2026-05-17,1,999,200,799.0,Completed
O000318,C0041,P001,2026-04-11,2,2499,500,4498.0,Completed
O000319,C0322,P001,2026-06-24,3,2499,300,7197.0,Completed
O000320,C0030,P014,2026-04-09,3,5999,0,17997.0,Completed
O000321,C0043,P004,2026-05-20,1,5499,0,5499.0,Completed
O000322,C0084,P004,2026-08-11,2,5499,50,10948.0,Completed
O000323,C0198,P012,2026-09-10,1,899,200,699.0,Completed
O000324,C0332,P007,2026-05-07,1,1799,50,1749.0,Completed
O000325,C0244,P006,2026-06-20,2,2799,500,5098.0,Completed
O000326,C0266,P006,2026-08-31,3,2799,300,8097.0,Completed
O000327,C0373,P006,2026-06-26,2,2799,100,5498.0,Completed
O000328,C0483,P012,2026-07-15,3,899,200,2497.0,Completed
O000329,C0189,P001,2026-08-21,1,2499,150,2349.0,Completed
O000330,C0068,P015,2026-06-06,3,1199,0,3597.0,Cancelled
O000331,C0101,P014,2026-09-14,3,5999,0,17997.0,Completed
O000332,C0480,P009,2026-03-31,2,1499,0,2998.0,Completed
O000333,C0077,P003,2026-08-18,3,2999,200,8797.0,Completed
O000334,C0117,P013,2026-08-15,3,3499,0,10497.0,Completed
O000335,C0480,P004,2026-07-23,1,5499,200,5299.0,Completed
O000336,C0433,P015,2026-03-31,1,1199,150,1049.0,Completed
O000337,C0281,P007,2026-06-15,1,1799,0,1799.0,Completed
O000338,C0427,P007,2026-05-19,4,1799,0,7196.0,Completed
O000339,C0444,P010,2026-04-04,1,1599,300,1299.0,Completed
O000340,C0026,P006,2026-07-28,2,2799,200,5398.0,Completed
O000341,C0074,P001,2026-08-21,4,2499,500,9496.0,Completed
O000342,C0050,P004,2026-06-30,4,5499,150,21846.0,Completed
O000343,C0153,P002,2026-08-09,4,3999,0,15996.0,Completed
O000344,C0047,P007,2026-04-25,4,1799,50,7146.0,Completed
O000345,C0089,P008,2026-08-12,4,2299,100,9096.0,Completed
O000346,C0378,P009,2026-04-09,2,1499,100,2898.0,Completed
O000347,C0210,P006,2026-09-09,1,2799,0,2799.0,Completed
O000348,C0172,P006,2026-06-18,2,2799,200,5398.0,Completed
O000349,C0017,P013,2026-06-19,3,3499,50,10447.0,Completed
O000350,C0416,P008,2026-04-02,2,2299,500,4098.0,Completed
O000351,C0108,P004,2026-04-12,3,5499,50,16447.0,Completed
O000352,C0028,P004,2026-03-25,2,5499,150,10848.0,Completed
O000353,C0418,P002,2026-07-20,3,3999,500,11497.0,Completed
O000354,C0097,P012,2026-08-08,2,899,100,1698.0,Completed
O000355,C0117,P009,2026-09-15,4,1499,50,5946.0,Completed
O000356,C0011,P007,2026-05-04,1,1799,150,1649.0,Completed
O000357,C0091,P013,2026-07-19,3,3499,0,10497.0,Completed
O000358,C0003,P002,2026-09-07,4,3999,150,15846.0,Completed
O000359,C0330,P006,2026-06-04,1,2799,0,2799.0,Completed
O000360,C0326,P007,2026-07-30,2,1799,300,3298.0,Cancelled
O000361,C0055,P015,2026-08-21,3,1199,500,3097.0,Completed
O000362,C0082,P004,2026-04-01,4,5499,0,21996.0,Completed
O000363,C0253,P005,2026-06-30,3,999,500,2497.0,Completed
O000364,C0011,P006,2026-08-29,3,2799,200,8197.0,Completed
O000365,C0243,P005,2026-06-29,1,999,150,849.0,Completed
O000366,C0425,P001,2026-04-29,3,2499,100,7397.0,Completed
O000367,C0188,P011,2026-06-27,2,1299,0,2598.0,Completed
O000368,C0343,P010,2026-05-22,2,1599,300,2898.0,Completed
O000369,C0208,P005,2026-08-07,3,999,500,2497.0,Completed
O000370,C0328,P003,2026-06-09,2,2999,50,5948.0,Completed
O000371,C0473,P009,2026-04-28,2,1499,300,2698.0,Completed
O000372,C0276,P015,2026-04-08,2,1199,200,2198.0,Completed
O000373,C0493,P012,2026-06-11,1,899,50,849.0,Completed
O000374,C0072,P012,2026-07-05,1,899,200,699.0,Returned
O000375,C0142,P008,2026-05-09,3,2299,50,6847.0,Completed
O000376,C0082,P001,2026-08-21,3,2499,100,7397.0,Completed
O000377,C0349,P001,2026-09-14,3,2499,0,7497.0,Completed
O000378,C0068,P009,2026-05-08,4,1499,200,5796.0,Completed
O000379,C0237,P008,2026-05-10,2,2299,50,4548.0,Completed
O000380,C0196,P013,2026-07-05,1,3499,150,3349.0,Completed
O000381,C0337,P004,2026-05-06,2,5499,0,10998.0,Completed
O000382,C0212,P014,2026-07-17,4,5999,200,23796.0,Completed
O000383,C0209,P007,2026-06-10,1,1799,300,1499.0,Completed
O000384,C0490,P012,2026-07-15,1,899,0,899.0,Completed
O000385,C0461,P001,2026-04-01,2,2499,300,4698.0,Completed
O000386,C0247,P013,2026-06-04,1,3499,100,3399.0,Completed
O000387,C0465,P005,2026-05-03,3,999,500,2497.0,Completed
O000388,C0304,P015,2026-07-18,1,1199,50,1149.0,Completed
O000389,C0221,P002,2026-08-18,1,3999,50,3949.0,Returned
O000390,C0352,P009,2026-07-05,2,1499,300,2698.0,Completed
O000391,C0017,P003,2026-07-16,4,2999,100,11896.0,Completed
O000392,C0149,P012,2026-04-14,2,899,0,1798.0,Completed
O000393,C0220,P011,2026-08-03,3,1299,0,3897.0,Completed
O000394,C0373,P013,2026-08-09,2,3499,300,6698.0,Completed
O000395,C0392,P003,2026-05-02,3,2999,50,8947.0,Completed
O000396,C0082,P013,2026-06-08,1,3499,300,3199.0,Completed
O000397,C0393,P008,2026-04-21,3,2299,50,6847.0,Completed
O000398,C0495,P004,2026-03-25,1,5499,150,5349.0,Completed
O000399,C0448,P008,2026-05-21,1,2299,500,1799.0,Completed
O000400,C0330,P008,2026-07-13,4,2299,300,8896.0,Completed
O000401,C0297,P001,2026-08-27,2,2499,150,4848.0,Completed
O000402,C0429,P014,2026-05-08,2,5999,0,11998.0,Completed
O000403,C0328,P006,2026-03-30,1,2799,50,2749.0,Completed
O000404,C0439,P010,2026-04-13,3,1599,200,4597.0,Completed
O000405,C0198,P003,2026-08-25,2,2999,150,5848.0,Completed
O000406,C0352,P010,2026-08-17,2,1599,500,2698.0,Completed
O000407,C0023,P002,2026-06-24,3,3999,200,11797.0,Completed
O000408,C0429,P002,2026-06-04,4,3999,0,15996.0,Completed
O000409,C0065,P012,2026-08-03,3,899,200,2497.0,Completed
O000410,C0098,P012,2026-04-18,2,899,0,1798.0,Completed
O000411,C0318,P009,2026-09-14,1,1499,500,999.0,Completed
